beta,radius,ref_count,dataset_count,delta_phi_full,delta_phi_energy,delta_phi_stripped_proxy,delta_phi_energy_stripped,delta_phi_reference_prior_correction,area_term,delta_phi_full_std,delta_phi_full_unit_sem,delta_phi_full_dataset_mean_std,delta_phi_full_sem,delta_phi_full_ci95_half_width,delta_phi_full_ci95_low,delta_phi_full_ci95_high,delta_phi_energy_std,delta_phi_energy_unit_sem,delta_phi_energy_dataset_mean_std,delta_phi_energy_sem,delta_phi_energy_ci95_half_width,delta_phi_energy_ci95_low,delta_phi_energy_ci95_high,delta_phi_stripped_proxy_std,delta_phi_stripped_proxy_unit_sem,delta_phi_stripped_proxy_dataset_mean_std,delta_phi_stripped_proxy_sem,delta_phi_stripped_proxy_ci95_half_width,delta_phi_stripped_proxy_ci95_low,delta_phi_stripped_proxy_ci95_high,delta_phi_energy_stripped_std,delta_phi_energy_stripped_unit_sem,delta_phi_energy_stripped_dataset_mean_std,delta_phi_energy_stripped_sem,delta_phi_energy_stripped_ci95_half_width,delta_phi_energy_stripped_ci95_low,delta_phi_energy_stripped_ci95_high,uncertainty_method,claim
0.05,0.34,900,30,1.2209863619642771,-0.0023082148713464393,1.2209863619642771,-0.0023082148713464393,0.0,1.2232945768356236,0.0005836941275322778,1.945647091774259e-05,0.00018587010761851182,3.393508356952392e-05,6.939724589967641e-05,1.2209169647183775,1.2210557592101767,0.000583694127532273,1.945647091774243e-05,0.00018587010761850426,3.393508356952254e-05,6.939724589967359e-05,-0.002377612117246113,-0.0022388176254467657,0.0005836941275322778,1.945647091774259e-05,0.00018587010761851182,3.393508356952392e-05,6.939724589967641e-05,1.2209169647183775,1.2210557592101767,0.000583694127532273,1.945647091774243e-05,0.00018587010761850437,3.393508356952256e-05,6.939724589967363e-05,-0.002377612117246113,-0.0022388176254467657,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.35,900,30,1.2498843537658282,-0.0023863699482054453,1.2498843537658282,-0.0023863699482054453,0.0,1.2522707237140336,0.0006034798094921606,2.0115993649738685e-05,0.0001937555692010428,3.5374765297888114e-05,7.234139503418119e-05,1.249812012370794,1.2499566951608623,0.0006034798094921601,2.011599364973867e-05,0.00019375556920100945,3.537476529788203e-05,7.234139503416875e-05,-0.002458711343239614,-0.0023140285531712767,0.000603479809492161,2.01159936497387e-05,0.0001937555692010428,3.5374765297888114e-05,7.234139503418119e-05,1.249812012370794,1.2499566951608623,0.0006034798094921601,2.011599364973867e-05,0.00019375556920100945,3.537476529788203e-05,7.234139503416875e-05,-0.002458711343239614,-0.0023140285531712767,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.36,900,30,1.277964642235213,-0.002465889338653719,1.277964642235213,-0.002465889338653719,0.0,1.2804305315738669,0.0006247927044346727,2.0826423481155755e-05,0.0001998836436335597,3.649359349814151e-05,7.462939870369939e-05,1.2778900128365094,1.2780392716339168,0.0006247927044346753,2.0826423481155843e-05,0.0001998836436335798,3.649359349814518e-05,7.462939870370688e-05,-0.002540518737357426,-0.002391259939950012,0.0006247927044346726,2.0826423481155752e-05,0.0001998836436335597,3.649359349814151e-05,7.462939870369939e-05,1.2778900128365094,1.2780392716339168,0.0006247927044346753,2.0826423481155843e-05,0.00019988364363357968,3.649359349814516e-05,7.462939870370684e-05,-0.002540518737357426,-0.002391259939950012,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.37,900,30,1.3052759773229012,-0.002542762633898016,1.3052759773229012,-0.002542762633898016,0.0,1.3078187399567993,0.0006446238792706335,2.148746264235445e-05,0.00020639401887527433,3.768221995737826e-05,7.706013981283855e-05,1.3051989171830884,1.305353037462714,0.000644623879270634,2.148746264235447e-05,0.0002063940188752711,3.768221995737767e-05,7.706013981283734e-05,-0.0026198227737108536,-0.0024657024940851788,0.0006446238792706335,2.148746264235445e-05,0.00020639401887527433,3.768221995737826e-05,7.706013981283855e-05,1.3051989171830884,1.305353037462714,0.000644623879270634,2.148746264235447e-05,0.00020639401887527113,3.768221995737768e-05,7.706013981283736e-05,-0.0026198227737108536,-0.0024657024940851788,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.38,900,30,1.3318578939850885,-0.0026186143713252006,1.3318578939850885,-0.0026186143713252006,0.0,1.3344765083564136,0.0006638734214259458,2.2129114047531528e-05,0.00021222744059521163,3.8747252178528344e-05,7.923813070509046e-05,1.3317786558543834,1.3319371321157936,0.0006638734214259474,2.212911404753158e-05,0.00021222744059518384,3.874725217852327e-05,7.923813070508008e-05,-0.0026978525020302808,-0.0025393762406201205,0.0006638734214259457,2.2129114047531524e-05,0.00021222744059521163,3.8747252178528344e-05,7.923813070509046e-05,1.3317786558543834,1.3319371321157936,0.0006638734214259474,2.212911404753158e-05,0.00021222744059518387,3.8747252178523276e-05,7.923813070508009e-05,-0.0026978525020302808,-0.0025393762406201205,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.39,900,30,1.3577487785666507,-0.0026930097150654237,1.3577487785666507,-0.0026930097150654237,0.0,1.3604417882817161,0.0006818996491381163,2.2729988304603878e-05,0.0002185448603452996,3.9900649945978955e-05,8.159682913952696e-05,1.3576671817375112,1.35783037539579,0.0006818996491381174,2.2729988304603915e-05,0.00021854486034527334,3.990064994597416e-05,8.159682913951715e-05,-0.002774606544204941,-0.0026114128859259064,0.0006818996491381163,2.2729988304603878e-05,0.0002185448603452996,3.9900649945978955e-05,8.159682913952696e-05,1.3576671817375112,1.35783037539579,0.0006818996491381174,2.2729988304603915e-05,0.00021854486034527325,3.9900649945974144e-05,8.159682913951712e-05,-0.002774606544204941,-0.0026114128859259064,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.4,900,30,1.3829828963676434,-0.002766751840215743,1.3829828963676434,-0.002766751840215744,8.673617379884035e-19,1.385749648207859,0.000701693536543484,2.3389784551449467e-05,0.0002241787711791476,4.092925662953605e-05,8.370032980740121e-05,1.382899196037836,1.3830665966974507,0.0007016935365434875,2.3389784551449583e-05,0.00022417877117917847,4.092925662954168e-05,8.370032980741273e-05,-0.0028504521700231556,-0.0026830515104083303,0.000701693536543484,2.3389784551449467e-05,0.0002241787711791476,4.092925662953605e-05,8.370032980740121e-05,1.382899196037836,1.3830665966974507,0.0007016935365434875,2.3389784551449583e-05,0.0002241787711791785,4.092925662954169e-05,8.370032980741275e-05,-0.0028504521700231564,-0.002683051510408331,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.41,900,30,1.4075933262080422,-0.0028392321883847385,1.4075933262080422,-0.0028392321883847385,0.0,1.410432558396427,0.0007206769800248397,2.4022566000827988e-05,0.00023019181725400626,4.2027083621042046e-05,8.594538600503098e-05,1.4075073808220373,1.4076792715940472,0.0007206769800248398,2.402256600082799e-05,0.00023019181725399585,4.202708362104014e-05,8.594538600502709e-05,-0.0029251775743897655,-0.0027532868023797115,0.0007206769800248397,2.4022566000827988e-05,0.00023019181725400626,4.2027083621042046e-05,8.594538600503098e-05,1.4075073808220373,1.4076792715940472,0.0007206769800248398,2.402256600082799e-05,0.00023019181725399585,4.202708362104014e-05,8.594538600502709e-05,-0.0029251775743897655,-0.0027532868023797115,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.42,900,30,1.431611245264791,-0.0029093961246139943,1.431611245264791,-0.0029093961246139943,0.0,1.4345206413894052,0.0007380192300144929,2.46006410004831e-05,0.00023564314745925532,4.302235579498344e-05,8.798071760074113e-05,1.4315232645471905,1.4316992259823917,0.0007380192300144917,2.4600641000483058e-05,0.00023564314745925223,4.3022355794982874e-05,8.798071760073997e-05,-0.002997376842214734,-0.0028214154070132546,0.0007380192300144934,2.4600641000483112e-05,0.00023564314745925532,4.302235579498344e-05,8.798071760074113e-05,1.4315232645471905,1.4316992259823917,0.0007380192300144917,2.4600641000483058e-05,0.0002356431474592523,4.302235579498289e-05,8.798071760074e-05,-0.0029973768422147345,-0.002821415407013254,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.43,900,30,1.4550626842476273,-0.0029792087769582253,1.4550626842476273,-0.002979208776958225,-4.336808689942018e-19,1.4580418930245855,0.0007548660674159644,2.5162202247198813e-05,0.0002421102697889011,4.420308538901422e-05,9.039530962053408e-05,1.4549722889380068,1.4551530795572478,0.0007548660674159675,2.516220224719892e-05,0.000242110269788874,4.420308538900927e-05,9.039530962052395e-05,-0.0030696040865787495,-0.002888813467337701,0.0007548660674159646,2.516220224719882e-05,0.0002421102697889011,4.420308538901422e-05,9.039530962053408e-05,1.4549722889380068,1.4551530795572478,0.0007548660674159675,2.516220224719892e-05,0.00024211026978887402,4.4203085389009276e-05,9.039530962052397e-05,-0.003069604086578749,-0.0028888134673377007,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.44,900,30,1.4779735289843217,-0.0030488490554440805,1.4779735289843217,-0.0030488490554440805,0.0,1.4810223780397658,0.0007725523907350411,2.5751746357834705e-05,0.00024604232651891344,4.492097744515347e-05,9.186339887533884e-05,1.4778816655854463,1.478065392383197,0.0007725523907350415,2.5751746357834715e-05,0.0002460423265188492,4.492097744514175e-05,9.186339887531487e-05,-0.0031407124543193954,-0.0029569856565687656,0.0007725523907350414,2.5751746357834712e-05,0.00024604232651891344,4.492097744515347e-05,9.186339887533884e-05,1.4778816655854463,1.478065392383197,0.0007725523907350414,2.5751746357834712e-05,0.0002460423265188493,4.492097744514176e-05,9.18633988753149e-05,-0.0031407124543193954,-0.0029569856565687656,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.45,900,30,1.5003685043992356,-0.0031178992938259258,1.5003685043992356,-0.0031178992938259258,0.0,1.5034864036930615,0.0007913742142522713,2.637914047507571e-05,0.00025379871917680406,4.633709451968486e-05,9.475935829275554e-05,1.500273745040943,1.5004632637575284,0.0007913742142522733,2.6379140475075778e-05,0.0002537987191767617,4.6337094519677126e-05,9.475935829273972e-05,-0.0032126586521186657,-0.003023139935533186,0.0007913742142522713,2.637914047507571e-05,0.00025379871917680406,4.633709451968486e-05,9.475935829275554e-05,1.500273745040943,1.5004632637575284,0.0007913742142522733,2.6379140475075778e-05,0.0002537987191767617,4.6337094519677126e-05,9.475935829273972e-05,-0.0032126586521186657,-0.003023139935533186,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.46,900,30,1.5222722012934995,-0.003184473005677288,1.5222722012934995,-0.003184473005677288,0.0,1.5254566742991769,0.0008062352855549959,2.687450951849986e-05,0.0002579613771868629,4.7097088416781126e-05,9.63135458123174e-05,1.5221758877476872,1.5223685148393118,0.0008062352855549956,2.6874509518499854e-05,0.00025796137718680676,4.709708841677087e-05,9.631354581229643e-05,-0.0032807865514895844,-0.003088159459864991,0.0008062352855549959,2.687450951849986e-05,0.0002579613771868629,4.7097088416781126e-05,9.63135458123174e-05,1.5221758877476872,1.5223685148393118,0.0008062352855549956,2.6874509518499854e-05,0.0002579613771868067,4.709708841677086e-05,9.63135458122964e-05,-0.003280786551489584,-0.0030881594598649916,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.47,900,30,1.5437044766047934,-0.0032499525400147547,1.5437044766047934,-0.0032499525400147547,0.0,1.546954429144808,0.0008244706263305843,2.7482354211019476e-05,0.00026440796499431875,4.8274068937141564e-05,9.87204709764545e-05,1.543605756133817,1.5438031970757697,0.0008244706263305855,2.7482354211019516e-05,0.00026440796499427137,4.827406893713292e-05,9.872047097643681e-05,-0.0033486730109911914,-0.003151232069038318,0.0008244706263305847,2.7482354211019492e-05,0.00026440796499431875,4.8274068937141564e-05,9.87204709764545e-05,1.543605756133817,1.5438031970757697,0.0008244706263305855,2.7482354211019516e-05,0.0002644079649942714,4.8274068937132924e-05,9.872047097643682e-05,-0.0033486730109911914,-0.003151232069038318,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.48,900,30,1.5646849127287759,-0.003314653154454799,1.5646849127287759,-0.003314653154454799,0.0,1.5679995658832306,0.0008403577007389711,2.8011923357965703e-05,0.00026786837480021315,4.890585044010838e-05,0.00010001246415002163,1.564584900264626,1.5647849251929258,0.0008403577007389779,2.801192335796593e-05,0.0002678683748001929,4.890585044010468e-05,0.00010001246415001407,-0.003414665618604813,-0.003214640690304785,0.0008403577007389714,2.8011923357965713e-05,0.00026786837480021315,4.890585044010838e-05,0.00010001246415002163,1.564584900264626,1.5647849251929258,0.0008403577007389779,2.801192335796593e-05,0.0002678683748001929,4.890585044010468e-05,0.00010001246415001407,-0.003414665618604813,-0.003214640690304785,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.49,900,30,1.5852306110910523,-0.003380140113891419,1.5852306110910523,-0.003380140113891419,0.0,1.5886107512049437,0.0008560673984995981,2.85355799499866e-05,0.00027442602024800757,5.0103107218734404e-05,0.00010246085426231185,1.58512815023679,1.5853330719453147,0.0008560673984995952,2.8535579949986506e-05,0.0002744260202479527,5.010310721872438e-05,0.00010246085426229136,-0.0034826009681537106,-0.0032776792596291276,0.0008560673984995986,2.853557994998662e-05,0.00027442602024800757,5.0103107218734404e-05,0.00010246085426231185,1.58512815023679,1.5853330719453147,0.0008560673984995952,2.8535579949986506e-05,0.0002744260202479527,5.010310721872438e-05,0.00010246085426229136,-0.0034826009681537106,-0.0032776792596291276,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.5,900,30,1.6053634174652804,-0.00344210286177315,1.6053634174652804,-0.00344210286177315,0.0,1.6088055203270535,0.0008707729696308769,2.9025765654362564e-05,0.0002786843387188809,5.088056624658048e-05,0.00010405075797425708,1.6052593667073063,1.6054674682232546,0.0008707729696308776,2.9025765654362584e-05,0.00027868433871890315,5.088056624658454e-05,0.00010405075797426538,-0.0035461536197474155,-0.0033380521037988846,0.0008707729696308775,2.902576565436258e-05,0.0002786843387188809,5.088056624658048e-05,0.00010405075797425708,1.6052593667073063,1.6054674682232546,0.0008707729696308776,2.9025765654362584e-05,0.0002786843387189031,5.088056624658453e-05,0.00010405075797426535,-0.0035461536197474155,-0.0033380521037988846,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.51,900,30,1.6250947632772075,-0.003505603352982171,1.6250947632772075,-0.003505603352982171,0.0,1.6286003666301896,0.0008894175562314113,2.9647251874380378e-05,0.00028577544993326734,5.217522010321291e-05,0.0001066983251110704,1.6249880649520965,1.6252014616023185,0.0008894175562314104,2.9647251874380347e-05,0.00028577544993322495,5.2175220103205174e-05,0.00010669832511105457,-0.0036123016780932257,-0.0033989050278711167,0.0008894175562314117,2.964725187438039e-05,0.00028577544993326734,5.217522010321291e-05,0.0001066983251110704,1.6249880649520965,1.6252014616023185,0.0008894175562314103,2.9647251874380344e-05,0.00028577544993322495,5.2175220103205174e-05,0.00010669832511105457,-0.0036123016780932257,-0.0033989050278711167,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.52,900,30,1.6444448513674617,-0.003565971223618401,1.6444448513674617,-0.003565971223618401,0.0,1.6480108225910801,0.0009043758304986114,3.014586101662038e-05,0.0002892377160557719,5.280734052167347e-05,0.00010799101136682224,1.6443368603560948,1.6445528423788285,0.0009043758304986122,3.0145861016620405e-05,0.00028923771605574743,5.280734052166901e-05,0.00010799101136681313,-0.0036739622349852142,-0.0034579802122515877,0.0009043758304986115,3.0145861016620384e-05,0.0002892377160557719,5.280734052167347e-05,0.00010799101136682224,1.6443368603560948,1.6445528423788285,0.0009043758304986122,3.0145861016620405e-05,0.0002892377160557475,5.280734052166902e-05,0.00010799101136681315,-0.0036739622349852142,-0.0034579802122515877,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.53,900,30,1.663423483809619,-0.0036280491961748988,1.663423483809619,-0.003628049196174898,-8.673617379884035e-19,1.6670515330057938,0.0009185399425315061,3.0617998084383535e-05,0.0002952817162707708,5.3910818940113806e-05,0.00011024762473253273,1.6633132361848864,1.6635337314343515,0.0009185399425315046,3.061799808438349e-05,0.00029528171627072166,5.391081894010483e-05,0.00011024762473251437,-0.003738296820907413,-0.0035178015714423844,0.0009185399425315061,3.0617998084383535e-05,0.0002952817162707708,5.3910818940113806e-05,0.00011024762473253273,1.6633132361848864,1.6635337314343515,0.0009185399425315045,3.061799808438348e-05,0.00029528171627072176,5.391081894010485e-05,0.00011024762473251441,-0.0037382968209074123,-0.0035178015714423835,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.54,900,30,1.68204900075747,-0.003687320610963094,1.68204900075747,-0.003687320610963094,0.0,1.685736321368433,0.0009337855704619838,3.1126185682066124e-05,0.0002979799343609054,5.4403443911125544e-05,0.00011125504279825174,1.6819377457146718,1.6821602558002682,0.000933785570461987,3.112618568206623e-05,0.00029797993436093636,5.4403443911131196e-05,0.0001112550427982633,-0.0037985756537613573,-0.0035760655681648305,0.0009337855704619837,3.1126185682066124e-05,0.0002979799343609054,5.4403443911125544e-05,0.00011125504279825174,1.6819377457146718,1.6821602558002682,0.000933785570461987,3.112618568206623e-05,0.0002979799343609363,5.440344391113119e-05,0.00011125504279826328,-0.0037985756537613573,-0.0035760655681648305,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.55,900,30,1.7003332544748613,-0.003744995684098974,1.7003332544748613,-0.003744995684098974,0.0,1.7040782501589602,0.0009458957216053297,3.1529857386844325e-05,0.00030333435769751814,5.538102339242383e-05,0.00011325419283750673,1.7002200002820238,1.7004465086676988,0.000945895721605325,3.152985738684416e-05,0.000303334357697581,5.538102339243532e-05,0.00011325419283753022,-0.0038582498769365045,-0.003631741491261444,0.0009458957216053299,3.152985738684433e-05,0.00030333435769751814,5.538102339242383e-05,0.00011325419283750673,1.7002200002820238,1.7004465086676988,0.000945895721605325,3.152985738684416e-05,0.000303334357697581,5.538102339243532e-05,0.00011325419283753022,-0.0038582498769365045,-0.003631741491261444,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.56,900,30,1.7182850626536097,-0.003804613045159589,1.7182850626536097,-0.003804613045159589,0.0,1.7220896756987694,0.0009623752030650356,3.2079173435501186e-05,0.0003086970019726564,5.636010380488022e-05,0.00011525641228098005,1.7181698062413286,1.7184003190658907,0.0009623752030650369,3.207917343550123e-05,0.00030869700197266403,5.636010380488162e-05,0.00011525641228098291,-0.003919869457440572,-0.003689356632878606,0.0009623752030650362,3.2079173435501206e-05,0.0003086970019726564,5.636010380488022e-05,0.00011525641228098005,1.7181698062413286,1.7184003190658907,0.0009623752030650369,3.207917343550123e-05,0.00030869700197266414,5.636010380488164e-05,0.00011525641228098295,-0.003919869457440572,-0.003689356632878606,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.57,900,30,1.7359199914445267,-0.0038623067064529125,1.7359199914445267,-0.0038623067064529125,0.0,1.7397822981509796,0.0009774814332595707,3.258271444198569e-05,0.0003135928844762553,5.725396556691889e-05,0.00011708435958434912,1.7358029070849423,1.736037075804111,0.000977481433259571,3.2582714441985696e-05,0.00031359288447629165,5.725396556692552e-05,0.00011708435958436269,-0.003979391066037275,-0.00374522234686855,0.000977481433259571,3.2582714441985696e-05,0.0003135928844762553,5.725396556691889e-05,0.00011708435958434912,1.7358029070849423,1.736037075804111,0.000977481433259571,3.2582714441985696e-05,0.0003135928844762917,5.725396556692553e-05,0.0001170843595843627,-0.003979391066037275,-0.00374522234686855,std_over_ref_units_sem_ci95_over_dataset_means,pass
